April 1, 1015
April 2, 1142
April 3, 3305
April 4, 3600
April 5, 6995
April 6, 3043
April 7, 1643
April 8, 1306
April 9, 3540
April 10, 8306
April 11, 1690
April 12, 8737
April 13, 1082
April 14, 2941
April 15, 1497
April 16, 1471
April 17, 1851
April 18, 2018
April 19, 1686
April 20, 3565
April 21, 3424
April 22, 1876
April 23, 1564
April 24, 1828
April 25, 1139
April 26, 1089
April 27, 6396
April 28, 4009
April 29, 2481
April 30, 6653
May 1, 4194
May 2, 1606
May 3, 8111
May 4, 4972
May 5, 2100
May 6, 724
May 7, 2269
May 8, 3127
May 9, 273
May 10, 819
May 11, 2416
May 12, 6326
May 13, 1965
May 14, 151
May 15, 1143
May 16, 4853
May 17, 3219
May 18, 334
May 19, 826
May 20, 2518
May 21, 3388
May 22, 4151
May 23, 181
May 24, 336
May 25, 192
May 26, 3849
May 27, 1242
May 28, 3543
May 29, 1199
May 30, 765
May 31, 830
June 1, 2260
June 2, 183
June 3, 2047
June 4, 213
June 5, 1549
June 6, 212
June 7, 970
June 8, 1560
June 9, 218
June 10, 791
June 11, 44
June 12, 1695
June 13, 1827
June 14, 128
June 15, 1475
June 16, 517
June 17, 2644
June 18, 3128
June 19, 371
June 20, 176
June 21, 2487
June 22, 15
June 23, 494
June 24, 2497
June 25, 56
June 26, 435
June 27, 553
June 28, 38
June 29, 205
June 30, 72
