April 1, 5922
April 2, 4850
April 3, 1063
April 4, 1456
April 5, 2861
April 6, 1087
April 7, 5336
April 8, 2629
April 9, 4180
April 10, 6575
April 11, 1095
April 12, 3089
April 13, 1052
April 14, 1561
April 15, 3468
April 16, 1022
April 17, 1003
April 18, 2891
April 19, 1698
April 20, 4383
April 21, 1019
April 22, 1009
April 23, 2602
April 24, 1393
April 25, 7483
April 26, 1173
April 27, 1770
April 28, 3480
April 29, 2513
April 30, 1476
May 1, 318
May 2, 1234
May 3, 1884
May 4, 1937
May 5, 1511
May 6, 813
May 7, 4786
May 8, 2474
May 9, 4019
May 10, 3244
May 11, 3250
May 12, 1509
May 13, 2741
May 14, 4838
May 15, 587
May 16, 3674
May 17, 1863
May 18, 3668
May 19, 3523
May 20, 3704
May 21, 2179
May 22, 1938
May 23, 3060
May 24, 793
May 25, 2146
May 26, 182
May 27, 2772
May 28, 2415
May 29, 2898
May 30, 2656
May 31, 3268
June 1, 617
June 2, 500
June 3, 808
June 4, 821
June 5, 824
June 6, 2347
June 7, 1423
June 8, 1196
June 9, 2093
June 10, 5
June 11, 164
June 12, 491
June 13, 360
June 14, 1659
June 15, 96
June 16, 607
June 17, 44
June 18, 224
June 19, 95
June 20, 203
June 21, 926
June 22, 1251
June 23, 1546
June 24, 1652
June 25, 513
June 26, 275
June 27, 1201
June 28, 548
June 29, 64
June 30, 841
