April 1, 7917
April 2, 4333
April 3, 1574
April 4, 4290
April 5, 6345
April 6, 1008
April 7, 1837
April 8, 1358
April 9, 6226
April 10, 3728
April 11, 2761
April 12, 2375
April 13, 6309
April 14, 3151
April 15, 1971
April 16, 2135
April 17, 3207
April 18, 3124
April 19, 6334
April 20, 4450
April 21, 1979
April 22, 4049
April 23, 1995
April 24, 1563
April 25, 1042
April 26, 2859
April 27, 1193
April 28, 3672
April 29, 4936
April 30, 6977
May 1, 3498
May 2, 127
May 3, 1273
May 4, 662
May 5, 196
May 6, 1027
May 7, 2875
May 8, 347
May 9, 2794
May 10, 889
May 11, 4943
May 12, 149
May 13, 301
May 14, 4249
May 15, 241
May 16, 901
May 17, 490
May 18, 2152
May 19, 4963
May 20, 2079
May 21, 3407
May 22, 2748
May 23, 381
May 24, 2862
May 25, 457
May 26, 3050
May 27, 735
May 28, 154
May 29, 161
May 30, 145
May 31, 1903
June 1, 615
June 2, 39
June 3, 153
June 4, 481
June 5, 516
June 6, 277
June 7, 1489
June 8, 254
June 9, 605
June 10, 3494
June 11, 2174
June 12, 3
June 13, 928
June 14, 535
June 15, 1688
June 16, 483
June 17, 1496
June 18, 225
June 19, 2191
June 20, 595
June 21, 359
June 22, 1156
June 23, 2655
June 24, 3615
June 25, 2564
June 26, 98
June 27, 393
June 28, 1624
June 29, 1341
June 30, 2957
