April 1, 2871
April 2, 5172
April 3, 4921
April 4, 5676
April 5, 3456
April 6, 7417
April 7, 4006
April 8, 4425
April 9, 1706
April 10, 3689
April 11, 2090
April 12, 7783
April 13, 6402
April 14, 5502
April 15, 4160
April 16, 3470
April 17, 6680
April 18, 2830
April 19, 1619
April 20, 1729
April 21, 1431
April 22, 9083
April 23, 6884
April 24, 1838
April 25, 1041
April 26, 1484
April 27, 7838
April 28, 3989
April 29, 6541
April 30, 1177
May 1, 4114
May 2, 5326
May 3, 104
May 4, 216
May 5, 5104
May 6, 144
May 7, 3633
May 8, 2365
May 9, 1345
May 10, 168
May 11, 117
May 12, 1360
May 13, 245
May 14, 6319
May 15, 2087
May 16, 2517
May 17, 6652
May 18, 4007
May 19, 5848
May 20, 896
May 21, 2574
May 22, 100
May 23, 3400
May 24, 6874
May 25, 5428
May 26, 3386
May 27, 3831
May 28, 879
May 29, 827
May 30, 100
May 31, 2610
June 1, 602
June 2, 76
June 3, 43
June 4, 941
June 5, 859
June 6, 425
June 7, 867
June 8, 431
June 9, 1149
June 10, 521
June 11, 97
June 12, 1255
June 13, 878
June 14, 961
June 15, 385
June 16, 24
June 17, 2532
June 18, 48
June 19, 1077
June 20, 1118
June 21, 586
June 22, 960
June 23, 1746
June 24, 813
June 25, 6
June 26, 552
June 27, 904
June 28, 1925
June 29, 156
June 30, 9
