April 1, 5343
April 2, 5712
April 3, 2207
April 4, 1003
April 5, 1519
April 6, 7205
April 7, 1185
April 8, 2590
April 9, 4020
April 10, 6393
April 11, 1169
April 12, 3677
April 13, 4607
April 14, 2591
April 15, 4789
April 16, 5058
April 17, 2706
April 18, 9878
April 19, 2514
April 20, 1062
April 21, 4334
April 22, 5459
April 23, 4559
April 24, 1780
April 25, 2966
April 26, 1032
April 27, 1195
April 28, 1142
April 29, 3772
April 30, 2766
May 1, 665
May 2, 328
May 3, 4959
May 4, 3547
May 5, 2927
May 6, 450
May 7, 4796
May 8, 1859
May 9, 185
May 10, 1193
May 11, 4180
May 12, 957
May 13, 2996
May 14, 1459
May 15, 2907
May 16, 2925
May 17, 2932
May 18, 1830
May 19, 921
May 20, 3562
May 21, 3073
May 22, 2977
May 23, 2030
May 24, 1948
May 25, 2716
May 26, 1528
May 27, 249
May 28, 401
May 29, 1383
May 30, 809
May 31, 3216
June 1, 821
June 2, 2845
June 3, 1748
June 4, 80
June 5, 1493
June 6, 808
June 7, 153
June 8, 208
June 9, 263
June 10, 1370
June 11, 22
June 12, 1620
June 13, 7
June 14, 701
June 15, 566
June 16, 17
June 17, 1653
June 18, 763
June 19, 59
June 20, 703
June 21, 1029
June 22, 680
June 23, 54
June 24, 1838
June 25, 466
June 26, 1630
June 27, 950
June 28, 834
June 29, 1814
June 30, 1441
