April 1, 1730
April 2, 3587
April 3, 3878
April 4, 1004
April 5, 7049
April 6, 2368
April 7, 5215
April 8, 6310
April 9, 1025
April 10, 1831
April 11, 7988
April 12, 3161
April 13, 1051
April 14, 4438
April 15, 7177
April 16, 1364
April 17, 1546
April 18, 1661
April 19, 4509
April 20, 5619
April 21, 4508
April 22, 1082
April 23, 1183
April 24, 1069
April 25, 3612
April 26, 3213
April 27, 3622
April 28, 5020
April 29, 2360
April 30, 3264
May 1, 248
May 2, 2864
May 3, 481
May 4, 4870
May 5, 4105
May 6, 289
May 7, 4139
May 8, 690
May 9, 4911
May 10, 2029
May 11, 3149
May 12, 566
May 13, 449
May 14, 1942
May 15, 5027
May 16, 3931
May 17, 781
May 18, 107
May 19, 527
May 20, 678
May 21, 1460
May 22, 1108
May 23, 2970
May 24, 2868
May 25, 2251
May 26, 6623
May 27, 637
May 28, 658
May 29, 1344
May 30, 2460
May 31, 2333
June 1, 1577
June 2, 1313
June 3, 1100
June 4, 34
June 5, 21
June 6, 3161
June 7, 1112
June 8, 625
June 9, 548
June 10, 1020
June 11, 126
June 12, 793
June 13, 879
June 14, 110
June 15, 1139
June 16, 1815
June 17, 168
June 18, 789
June 19, 1693
June 20, 242
June 21, 444
June 22, 1839
June 23, 36
June 24, 429
June 25, 672
June 26, 1637
June 27, 715
June 28, 101
June 29, 307
June 30, 398
