April 1, 1895
April 2, 1537
April 3, 2420
April 4, 4604
April 5, 1110
April 6, 3545
April 7, 3188
April 8, 1225
April 9, 2495
April 10, 1894
April 11, 4334
April 12, 4676
April 13, 4895
April 14, 1692
April 15, 1543
April 16, 1057
April 17, 3578
April 18, 1495
April 19, 5963
April 20, 6419
April 21, 1148
April 22, 1540
April 23, 4299
April 24, 2953
April 25, 2311
April 26, 1489
April 27, 4747
April 28, 1383
April 29, 3267
April 30, 1508
May 1, 2989
May 2, 6538
May 3, 2161
May 4, 1479
May 5, 1081
May 6, 5241
May 7, 7266
May 8, 1538
May 9, 689
May 10, 917
May 11, 3724
May 12, 666
May 13, 253
May 14, 4173
May 15, 558
May 16, 621
May 17, 597
May 18, 2960
May 19, 254
May 20, 474
May 21, 2518
May 22, 4663
May 23, 2582
May 24, 2444
May 25, 1335
May 26, 390
May 27, 3274
May 28, 419
May 29, 442
May 30, 674
May 31, 1160
June 1, 205
June 2, 67
June 3, 38
June 4, 1502
June 5, 2344
June 6, 1567
June 7, 221
June 8, 1914
June 9, 302
June 10, 710
June 11, 951
June 12, 162
June 13, 1769
June 14, 706
June 15, 1228
June 16, 846
June 17, 2303
June 18, 2833
June 19, 1684
June 20, 1206
June 21, 286
June 22, 106
June 23, 269
June 24, 139
June 25, 1921
June 26, 1678
June 27, 3235
June 28, 299
June 29, 540
June 30, 2371
